LEA_NAME,STATE,ZIP,OP
Cape Henlopen School District,DELAWARE,19958,9
Caesar Rodney School District,DELAWARE,19934,13
Capital School District,DELAWARE,19904,12
Christina School District,DELAWARE,19801,28
Colonial School District,DELAWARE,19720,15
Delmar School District,DELAWARE,19940,3
Indian River School District,DELAWARE,19975,16
POLYTECH School District,DELAWARE,19980,1
Lake Forest School District,DELAWARE,19943,7
Laurel School District,DELAWARE,19956,4
Milford School District,DELAWARE,19963,6
Brandywine School District,DELAWARE,19809,17
New Castle County Vocational-Technical School District,DELAWARE,19804,4
Red Clay Consolidated School District,DELAWARE,19805,28
Seaford School District,DELAWARE,19973,7
Smyrna School District,DELAWARE,19977,8
Sussex Technical School District,DELAWARE,19947,1
Woodbridge School District,DELAWARE,19933,4
Carlos Rosario International PCS,DISTRICT OF COLUMBIA,20009,0
Cesar Chavez PCS for Public Policy,DISTRICT OF COLUMBIA,20019,2
Friendship PCS,DISTRICT OF COLUMBIA,20001,16
Elsie Whitlow Stokes Community Freedom PCS,DISTRICT OF COLUMBIA,20017,2
Perry Street Preparatory PCS,DISTRICT OF COLUMBIA,20018,1
Ideal Academy PCS,DISTRICT OF COLUMBIA,20011,0
IDEA PCS,DISTRICT OF COLUMBIA,20019,1
Maya Angelou PCS,DISTRICT OF COLUMBIA,20003,1
Meridian PCS,DISTRICT OF COLUMBIA,20009,1
Briya PCS,DISTRICT OF COLUMBIA,20009,0
The Next Step/El Proximo Paso PCS,DISTRICT OF COLUMBIA,20009,0
Washington Latin PCS,DISTRICT OF COLUMBIA,20011,2
Roots PCS,DISTRICT OF COLUMBIA,20011,1
SEED PCS of Washington DC,DISTRICT OF COLUMBIA,20019,1
Cedar Tree Academy PCS,DISTRICT OF COLUMBIA,20020,1
District of Columbia Public Schools,DISTRICT OF COLUMBIA,20002,115
KIPP DC PCS,DISTRICT OF COLUMBIA,20037,18
Latin American Montessori Bilingual PCS,DISTRICT OF COLUMBIA,20011,1
Thurgood Marshall Academy PCS,DISTRICT OF COLUMBIA,20020,1
Capital City PCS,DISTRICT OF COLUMBIA,20011,3
Paul PCS,DISTRICT OF COLUMBIA,20011,2
DC Bilingual PCS,DISTRICT OF COLUMBIA,20011,1
E.L. Haynes PCS,DISTRICT OF COLUMBIA,20010,3
Mary McLeod Bethune Day Academy PCS,DISTRICT OF COLUMBIA,20017,1
Two Rivers PCS,DISTRICT OF COLUMBIA,20002,2
DC Prep PCS,DISTRICT OF COLUMBIA,20017,5
Eagle Academy PCS,DISTRICT OF COLUMBIA,20024,2
Hope Community PCS,DISTRICT OF COLUMBIA,20017,2
City Arts & Prep PCS,DISTRICT OF COLUMBIA,20017,0
AppleTree Early Learning PCS,DISTRICT OF COLUMBIA,20032,5
Bridges PCS,DISTRICT OF COLUMBIA,20011,1
Early Childhood Academy PCS,DISTRICT OF COLUMBIA,20032,1
Howard University Middle School of Math and Science PCS,DISTRICT OF COLUMBIA,20059,1
Youthbuild PCS,DISTRICT OF COLUMBIA,20010,0
St. Coletta Special Education PCS,DISTRICT OF COLUMBIA,20003,1
Achievement Preparatory Academy PCS,DISTRICT OF COLUMBIA,20032,2
Center City PCS,DISTRICT OF COLUMBIA,20001,6
Washington Yu Ying PCS,DISTRICT OF COLUMBIA,20017,1
National Collegiate Preparatory PCHS,DISTRICT OF COLUMBIA,20032,1
Inspired Teaching Demonstration PCS,DISTRICT OF COLUMBIA,20002,1
Shining Stars Montessori Academy PCS,DISTRICT OF COLUMBIA,20017,1
Richard Wright PCS for Journalism and Media Arts,DISTRICT OF COLUMBIA,20003,1
Basis DC PCS,DISTRICT OF COLUMBIA,20004,1
Creative Minds International PCS,DISTRICT OF COLUMBIA,20011,1
DC Scholars PCS,DISTRICT OF COLUMBIA,20019,1
Mundo Verde Bilingual PCS,DISTRICT OF COLUMBIA,20001,2
DYRS,DISTRICT OF COLUMBIA,20724,1
Sela PCS,DISTRICT OF COLUMBIA,20011,1
Somerset Preparatory Academy PCS,DISTRICT OF COLUMBIA,20032,0
Ingenuity Prep PCS,DISTRICT OF COLUMBIA,20032,1
LAYC Career Academy PCS,DISTRICT OF COLUMBIA,20009,0
Community College Preparatory Academy PCS,DISTRICT OF COLUMBIA,20020,0
Lee Montessori PCS,DISTRICT OF COLUMBIA,20017,2
Academy of Hope Adult PCS,DISTRICT OF COLUMBIA,20018,0
Democracy Prep Congress Heights PCS,DISTRICT OF COLUMBIA,20032,0
Harmony DC PCS,DISTRICT OF COLUMBIA,20002,1
District of Columbia International School,DISTRICT OF COLUMBIA,20012,1
Kingsman Academy PCS,DISTRICT OF COLUMBIA,20002,1
Monument Academy PCS,DISTRICT OF COLUMBIA,20002,1
The Children's Guild DC PCS,DISTRICT OF COLUMBIA,20018,1
Washington Global PCS,DISTRICT OF COLUMBIA,20024,1
Washington Leadership Academy PCS,DISTRICT OF COLUMBIA,20017,1
Breakthrough Montessori PCS,DISTRICT OF COLUMBIA,20011,1
Goodwill Excel Center PCS,DISTRICT OF COLUMBIA,20002,1
Rocketship DC PCS,DISTRICT OF COLUMBIA,20020,2
The Family Place PCS,DISTRICT OF COLUMBIA,20010,0
Digital Pioneers Academy PCS,DISTRICT OF COLUMBIA,20003,1
Statesmen College Preparatory Academy for Boys PCS,DISTRICT OF COLUMBIA,20001,1
FL VIRTUAL,FLORIDA,32835,6
ALACHUA,FLORIDA,32601,64
BAKER,FLORIDA,32063,9
LAKE WALES CHARTER SCHOOLS,FLORIDA,33853,0
SOUTH TECH ACADEMY,FLORIDA,33426,0
UCP,FLORIDA,32806,0
BAY,FLORIDA,32401,48
BRADFORD,FLORIDA,32091,12
BREVARD,FLORIDA,32940,113
BROWARD,FLORIDA,33301,328
CALHOUN,FLORIDA,32424,8
CHARLOTTE,FLORIDA,33948,26
CITRUS,FLORIDA,34450,26
CLAY,FLORIDA,32043,52
COLLIER,FLORIDA,34109,70
COLUMBIA,FLORIDA,32055,19
MIAMI-DADE,FLORIDA,33132,516
DESOTO,FLORIDA,34265,11
DIXIE,FLORIDA,32628,10
DUVAL,FLORIDA,32207,203
ESCAMBIA,FLORIDA,32505,69
FLAGLER,FLORIDA,32110,14
FRANKLIN,FLORIDA,32328,5
GADSDEN,FLORIDA,32351,18
GILCHRIST,FLORIDA,32693,8
GLADES,FLORIDA,33471,9
GULF,FLORIDA,32456,6
HAMILTON,FLORIDA,32052,8
HARDEE,FLORIDA,33873,12
HENDRY,FLORIDA,33975,17
HERNANDO,FLORIDA,34601,33
HIGHLANDS,FLORIDA,33870,24
HILLSBOROUGH,FLORIDA,33601,300
HOLMES,FLORIDA,32425,10
INDIAN RIVER,FLORIDA,32967,29
JACKSON,FLORIDA,32447,22
JEFFERSON,FLORIDA,32344,6
LAFAYETTE,FLORIDA,32066,6
LAKE,FLORIDA,32778,61
LEE,FLORIDA,33966,119
LEON,FLORIDA,32304,56
LEVY,FLORIDA,32621,16
LIBERTY,FLORIDA,32321,9
MADISON,FLORIDA,32340,12
MANATEE,FLORIDA,34206,82
MARION,FLORIDA,34478,65
MARTIN,FLORIDA,34994,34
MONROE,FLORIDA,33040,24
NASSAU,FLORIDA,32034,20
OKALOOSA,FLORIDA,32548,52
OKEECHOBEE,FLORIDA,34974,17
ORANGE,FLORIDA,32801,260
OSCEOLA,FLORIDA,34744,85
PALM BEACH,FLORIDA,33406,237
PASCO,FLORIDA,34638,101
PINELLAS,FLORIDA,33770,157
POLK,FLORIDA,33831,164
PUTNAM,FLORIDA,32177,25
SANTA ROSA,FLORIDA,32570,40
SARASOTA,FLORIDA,34231,62
SEMINOLE,FLORIDA,32773,76
ST. JOHNS,FLORIDA,32084,51
ST. LUCIE,FLORIDA,34986,50
SUMTER,FLORIDA,33513,13
SUWANNEE,FLORIDA,32064,14
TAYLOR,FLORIDA,32347,11
UNION,FLORIDA,32054,8
VOLUSIA,FLORIDA,32721,92
WAKULLA,FLORIDA,32326,14
WALTON,FLORIDA,32435,23
WASHINGTON,FLORIDA,32428,11
FAU LAB SCH,FLORIDA,33431,2
FSU LAB SCH,FLORIDA,32311,3
FAMU LAB SCH,FLORIDA,32307,2
UF LAB SCH,FLORIDA,32611,2
DEAF/BLIND,FLORIDA,32084,5
Troup County,GEORGIA,30240,19
Commission Charter Schools- CCAT School,GEORGIA,30458,1
Northwest Georgia RESA,GEORGIA,30161,0
North Georgia RESA,GEORGIA,30540,0
Pioneer RESA,GEORGIA,30528,0
Metro RESA,GEORGIA,30080,0
Northeast Georgia RESA,GEORGIA,30683,0
West Georgia RESA,GEORGIA,30220,0
Griffin RESA,GEORGIA,30224,0
Middle Georgia RESA,GEORGIA,31030,0
Oconee RESA,GEORGIA,31082,0
Central Savannah River RESA,GEORGIA,30808,0
Chattahoochee-Flint RESA,GEORGIA,31806,0
Heart of Georgia RESA,GEORGIA,31023,0
First District RESA,GEORGIA,30415,1
Southwest Georgia RESA,GEORGIA,31779,0
Coastal Plains RESA,GEORGIA,31637,1
Okefenokee RESA,GEORGIA,31503,0
State Charter Schools- Odyssey School,GEORGIA,30265,1
Department of Corrections,GEORGIA,30334,1
Department of Juvenile Justice,GEORGIA,30032,26
Department of Human Resources,GEORGIA,30303,1
Department of Labor,GEORGIA,30303,0
Appling County,GEORGIA,31513,6
Atkinson County,GEORGIA,31642,4
Atlanta Public Schools,GEORGIA,30335,87
Bacon County,GEORGIA,31510,4
Baker County,GEORGIA,31770,1
Baldwin County,GEORGIA,31059,6
State Charter Schools- Mountain Education Center School,GEORGIA,30528,1
Commission Charter Schools- Fulton Leadership Academy,GEORGIA,30344,1
Commission Charter Schools- Pataula Charter Academy,GEORGIA,39846,1
Commission Charter Schools- Atlanta Heights Charter School,GEORGIA,30331,1
Commission Charter Schools- Coweta Charter Academy,GEORGIA,30276,1
State Schools- Georgia School for the Deaf,GEORGIA,30124,0
State Schools- Georgia Academy for the Blind,GEORGIA,31204,0
State Schools- Atlanta Area School for the Deaf,GEORGIA,30021,0
State Charter Schools- Ivy Prep Academy at Kirkwood for Gir,GEORGIA,30317,1
State Charter Schools- Georgia Connections Academy,GEORGIA,30097,1
State Charter Schools- Cherokee Charter Academy,GEORGIA,30114,1
State Charter Schools- Georgia Cyber Academy,GEORGIA,30349,1
State Charter Schools- Utopian Academy for the Arts Charter,GEORGIA,30294,1
State Charter Schools- International Charter School of Atlan,GEORGIA,30076,1
State Charter Schools- Foothills Charter High School (Madiso,GEORGIA,30607,1
State Charter Schools- Scintilla Charter Academy,GEORGIA,31602,1
State Charter Schools- Dubois Integrity Academy I,GEORGIA,30274,1
State Charter Schools- Georgia School for Innovation and the,GEORGIA,30815,1
Commission Charter Schools- Cirrus Charter Academy,GEORGIA,31204,1
Banks County,GEORGIA,30547,4
Commission Charter Schools- Liberty Tech Charter Academy,GEORGIA,30205,1
Commission Charter Schools- Brookhaven Innovation Academy,GEORGIA,30071,1
Commission Charter Schools- Southwest Georgia S.T.E.M. Chart,GEORGIA,39886,1
State Charter Schools II- Genesis Innovation Academy for Gir,GEORGIA,30316,1
State Charter Schools II- SAIL Charter Academy - School for,GEORGIA,30809,1
State Charter Schools- Coastal Plains Charter High School -,GEORGIA,30439,1
State Charter Schools II- Resurgence Hall Charter School,GEORGIA,30344,1
State Charter Schools II- Genesis Innovation Academy for Boy,GEORGIA,30316,1
State Charter Schools II- International Academy of Smyrna,GEORGIA,30080,1
State Charter Schools II- International Charter Academy of G,GEORGIA,30092,1
State Charter Schools II- SLAM Academy of Atlanta,GEORGIA,30310,1
State Charter Schools II- Academy For Classical Education,GEORGIA,31210,1
State Charter Schools II- Spring Creek Charter Academy,GEORGIA,39817,1
State Schools,GEORGIA,30334,3
State Charter Schools II- Ethos Classical Charter School,GEORGIA,30315,1
State Charter Schools II- Baconton Community Charter School,GEORGIA,31716,1
Barrow County,GEORGIA,30680,15
Bartow County,GEORGIA,30120,19
Ben Hill County,GEORGIA,31750,5
Berrien County,GEORGIA,31639,5
Bibb County,GEORGIA,31201,34
Bleckley County,GEORGIA,31014,5
Brantley County,GEORGIA,31553,7
Bremen City,GEORGIA,30110,4
Brooks County,GEORGIA,31643,6
Bryan County,GEORGIA,31321,10
Buford City,GEORGIA,30518,5
Bulloch County,GEORGIA,30458,15
Burke County,GEORGIA,30830,5
Butts County,GEORGIA,30233,5
Calhoun City,GEORGIA,30701,3
Calhoun County,GEORGIA,39866,3
Camden County,GEORGIA,31548,12
Candler County,GEORGIA,30439,4
Carroll County,GEORGIA,30116,24
Carrollton City,GEORGIA,30117,4
Cartersville City,GEORGIA,30120,4
Catoosa County,GEORGIA,30736,16
Charlton County,GEORGIA,31537,4
Savannah-Chatham County,GEORGIA,31401,57
Chattahoochee County,GEORGIA,31805,3
Chattooga County,GEORGIA,30747,5
Cherokee County,GEORGIA,30114,36
Chickamauga City,GEORGIA,30707,3
Clarke County,GEORGIA,30606,21
Clay County,GEORGIA,31751,2
Clayton County,GEORGIA,30236,66
Clinch County,GEORGIA,31634,3
Cobb County,GEORGIA,30061,111
Coffee County,GEORGIA,31534,12
Colquitt County,GEORGIA,31768,13
Columbia County,GEORGIA,30809,31
Commerce City,GEORGIA,30529,4
Cook County,GEORGIA,31620,4
Coweta County,GEORGIA,30264,28
Crawford County,GEORGIA,31078,3
Crisp County,GEORGIA,31010,5
Dade County,GEORGIA,30752,4
Dalton Public Schools,GEORGIA,30720,9
Dawson County,GEORGIA,30534,7
City Schools of Decatur,GEORGIA,30030,9
Decatur County,GEORGIA,39817,8
DeKalb County,GEORGIA,30083,130
Dodge County,GEORGIA,31023,5
Dooly County,GEORGIA,31092,4
Dougherty County,GEORGIA,31701,21
Douglas County,GEORGIA,30134,35
Dublin City,GEORGIA,31021,5
Laurens County,GEORGIA,31021,8
Early County,GEORGIA,39823,3
Echols County,GEORGIA,31648,2
Effingham County,GEORGIA,31329,13
Elbert County,GEORGIA,30635,5
Emanuel County,GEORGIA,30401,6
Evans County,GEORGIA,30417,4
Fannin County,GEORGIA,30513,5
Fayette County,GEORGIA,30214,24
Floyd County,GEORGIA,30161,17
Forsyth County,GEORGIA,30040,38
Franklin County,GEORGIA,30521,6
Fulton County,GEORGIA,30315,107
Gainesville City,GEORGIA,30501,8
Gilmer County,GEORGIA,30540,5
Glascock County,GEORGIA,30810,2
Glynn County,GEORGIA,31520,17
Gordon County,GEORGIA,30703,10
Grady County,GEORGIA,39828,7
Greene County,GEORGIA,30642,5
Griffin-Spalding County,GEORGIA,30224,18
Gwinnett County,GEORGIA,30045,139
Habersham County,GEORGIA,30523,14
Hall County,GEORGIA,30505,37
Hancock County,GEORGIA,31087,3
Haralson County,GEORGIA,30113,7
Harris County,GEORGIA,31811,7
Hart County,GEORGIA,30643,5
Heard County,GEORGIA,30217,5
Henry County,GEORGIA,30253,50
Houston County,GEORGIA,31069,37
Irwin County,GEORGIA,31774,3
Jackson County,GEORGIA,30549,10
Jasper County,GEORGIA,31064,4
Jeff Davis County,GEORGIA,31539,4
Jefferson City,GEORGIA,30549,4
Jefferson County,GEORGIA,30434,5
Jenkins County,GEORGIA,30442,3
Johnson County,GEORGIA,31096,3
Jones County,GEORGIA,31032,7
Lamar County,GEORGIA,30204,4
Lanier County,GEORGIA,31635,4
Lee County,GEORGIA,31763,8
Liberty County,GEORGIA,31313,12
Lincoln County,GEORGIA,30817,3
Long County,GEORGIA,31316,4
Lowndes County,GEORGIA,31601,11
Lumpkin County,GEORGIA,30533,5
Macon County,GEORGIA,31068,3
Madison County,GEORGIA,30633,7
Marietta City,GEORGIA,30061,13
Marion County,GEORGIA,31803,2
McDuffie County,GEORGIA,30824,6
McIntosh County,GEORGIA,31305,3
Meriwether County,GEORGIA,30222,8
Miller County,GEORGIA,39837,3
Mitchell County,GEORGIA,31730,5
Monroe County,GEORGIA,31029,5
Montgomery County,GEORGIA,30445,3
Morgan County,GEORGIA,30650,4
Murray County,GEORGIA,30705,11
Muscogee County,GEORGIA,31901,53
Newton County,GEORGIA,30014,22
Oconee County,GEORGIA,30677,11
Oglethorpe County,GEORGIA,30648,4
Paulding County,GEORGIA,30132,33
Peach County,GEORGIA,31030,6
Pelham City,GEORGIA,31779,3
Pickens County,GEORGIA,30143,6
Pierce County,GEORGIA,31516,5
Pike County,GEORGIA,30295,5
Polk County,GEORGIA,30125,11
Pulaski County,GEORGIA,31036,3
Putnam County,GEORGIA,31024,4
Quitman County,GEORGIA,31754,2
Rabun County,GEORGIA,30525,4
Randolph County,GEORGIA,39840,3
Richmond County,GEORGIA,30901,54
Rockdale County,GEORGIA,30012,18
Rome City,GEORGIA,30161,8
Schley County,GEORGIA,31806,2
Screven County,GEORGIA,30467,3
Seminole County,GEORGIA,39845,2
Social Circle City,GEORGIA,30025,4
Stephens County,GEORGIA,30577,6
Stewart County,GEORGIA,31815,3
Sumter County,GEORGIA,31719,7
Talbot County,GEORGIA,31827,1
Taliaferro County,GEORGIA,30631,1
Tattnall County,GEORGIA,30453,6
Taylor County,GEORGIA,31006,5
Telfair County,GEORGIA,31055,4
Terrell County,GEORGIA,31742,3
Thomas County,GEORGIA,31757,7
Thomasville City,GEORGIA,31792,5
Tift County,GEORGIA,31793,11
Toombs County,GEORGIA,30436,5
Towns County,GEORGIA,30546,3
Treutlen County,GEORGIA,30457,2
Trion City,GEORGIA,30753,3
Turner County,GEORGIA,31714,3
Twiggs County,GEORGIA,31044,3
Union County,GEORGIA,30512,5
Thomaston-Upson County,GEORGIA,30286,4
Valdosta City,GEORGIA,31601,8
Vidalia City,GEORGIA,30474,4
Walker County,GEORGIA,30728,15
Walton County,GEORGIA,30656,15
Ware County,GEORGIA,31502,9
Warren County,GEORGIA,30828,3
Washington County,GEORGIA,31082,4
Wayne County,GEORGIA,31545,8
Webster County,GEORGIA,31824,2
Wheeler County,GEORGIA,30411,3
White County,GEORGIA,30528,6
Whitfield County,GEORGIA,30720,22
Wilcox County,GEORGIA,31001,3
Wilkes County,GEORGIA,30673,4
Wilkinson County,GEORGIA,31042,4
Worth County,GEORGIA,31791,5
Hawaii Department of Education,HAWAII,96804,293
WEST BONNER COUNTY DISTRICT,IDAHO,83856,5
LAKE PEND OREILLE SCHOOL DISTRICT,IDAHO,83852,13
VICTORY CHARTER SCHOOL INC.,IDAHO,83686,1
IDAHO VIRTUAL ACADEMY INC.,IDAHO,83642,2
